Id,Title,Method,Target,Operator,Expected,ExpectedData,ExpectedJson,TargetsJson,ValueType,SourceType,RegOption,CheckType,ManualReason
4.10.29.5.2,Ensure 'Require a password when a computer wakes (plugged in)' is set to 'Enabled',Registry,HKLM\Software\Policies\Microsoft\Power\PowerSettings\0e796bdb-100d-47d6-a2d5-f7d2daa51f51\ACSettingIndex,Equals,1,1,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Power\\PowerSettings\\0e796bdb-100d-47d6-a2d5-f7d2daa51f51"",""Name"":""ACSettingIndex"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.10.30.1,Ensure 'Configure Offer Remote Assistance' is set to 'Disabled',Registry,HKLM\Software\policies\Microsoft\Windows NT\Terminal Services\fAllowUnsolicited,Equals,0,0,,"[{""Path"":""HKLM\\Software\\policies\\Microsoft\\Windows NT\\Terminal Services"",""Name"":""fAllowUnsolicited"",""Operator"":""Equals"",""Expected"":""0"",""ExpectedData"":""0"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.10.30.2,Ensure 'Configure Solicited Remote Assistance' is set to 'Disabled',Registry,HKLM\Software\policies\Microsoft\Windows NT\Terminal Services\fAllowToGetHelp,Equals,0,0,,"[{""Path"":""HKLM\\Software\\policies\\Microsoft\\Windows NT\\Terminal Services"",""Name"":""fAllowToGetHelp"",""Operator"":""Equals"",""Expected"":""0"",""ExpectedData"":""0"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.10.31.1,Ensure 'Enable RPC Endpoint Mapper Client Authentication' is set to 'Enabled',Registry,HKLM\Software\Policies\Microsoft\Windows NT\Rpc\EnableAuthEpResolution,Equals,1,1,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows NT\\Rpc"",""Name"":""EnableAuthEpResolution"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.10.31.2,Ensure 'Restrict Unauthenticated RPC clients' is set to 'Enabled: Authenticated',Registry,HKLM\Software\Policies\Microsoft\Windows NT\Rpc\RestrictRemoteClients,Equals,1,1,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows NT\\Rpc"",""Name"":""RestrictRemoteClients"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.10.44.1.1,Ensure 'Enable Windows NTP Client' is set to 'Enabled',Registry,HKLM\Software\Policies\Microsoft\W32Time\TimeProviders\NtpClient\Enabled,Equals,1,1,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\W32Time\\TimeProviders\\NtpClient"",""Name"":""Enabled"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.10.44.1.2,Ensure 'Enable Windows NTP Server' is set to 'Disabled',Registry,HKLM\Software\Policies\Microsoft\W32Time\TimeProviders\NtpServer\Enabled,Equals,0,0,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\W32Time\\TimeProviders\\NtpServer"",""Name"":""Enabled"",""Operator"":""Equals"",""Expected"":""0"",""ExpectedData"":""0"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.11.3.1,Ensure 'Allow Microsoft accounts to be optional' is set to 'Enabled',Registry,HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\System\MSAOptional,Equals,1,1,,"[{""Path"":""HKLM\\Software\\Microsoft\\Windows\\CurrentVersion\\Policies\\System"",""Name"":""MSAOptional"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.11.5.1,Ensure 'Do not preserve zone information in file attachments (User)' is set to 'Disabled',Registry,HKU\Software\Microsoft\Windows\CurrentVersion\Policies\Attachments\SaveZoneInformation,Equals,2,2,,"[{""Path"":""HKU\\Software\\Microsoft\\Windows\\CurrentVersion\\Policies\\Attachments"",""Name"":""SaveZoneInformation"",""Operator"":""Equals"",""Expected"":""2"",""ExpectedData"":""2"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.11.5.2,Ensure 'Notify antivirus programs when opening attachments (User)' is set to 'Enabled',Registry,HKU\Software\Microsoft\Windows\CurrentVersion\Policies\Attachments\ScanWithAntiVirus,Equals,3,3,,"[{""Path"":""HKU\\Software\\Microsoft\\Windows\\CurrentVersion\\Policies\\Attachments"",""Name"":""ScanWithAntiVirus"",""Operator"":""Equals"",""Expected"":""3"",""ExpectedData"":""3"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.11.6.1,Ensure 'Disallow Autoplay for non-volume devices' is set to 'Enabled',Registry,HKLM\Software\Policies\Microsoft\Windows\Explorer\NoAutoplayfornonVolume,Equals,1,1,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows\\Explorer"",""Name"":""NoAutoplayfornonVolume"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.11.6.2,Ensure 'Set the default behavior for AutoRun' is set to 'Enabled: Do not execute any autorun commands',Registry,HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer\NoAutorun,Equals,1,1,,"[{""Path"":""HKLM\\Software\\Microsoft\\Windows\\CurrentVersion\\Policies\\Explorer"",""Name"":""NoAutorun"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.11.6.3,Ensure 'Turn off Autoplay' is set to 'Enabled: All drives',Registry,HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer\NoDriveTypeAutoRun,Equals,255,255,,"[{""Path"":""HKLM\\Software\\Microsoft\\Windows\\CurrentVersion\\Policies\\Explorer"",""Name"":""NoDriveTypeAutoRun"",""Operator"":""Equals"",""Expected"":""255"",""ExpectedData"":""255"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.11.8.1,Ensure 'Do not display the password reveal button' is set to 'Enabled',Registry,HKLM\Software\Policies\Microsoft\Windows\CredUI\DisablePasswordReveal,Equals,1,1,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows\\CredUI"",""Name"":""DisablePasswordReveal"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.11.8.2,Ensure 'Enumerate administrator accounts on elevation' is set to 'Disabled',Registry,HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\CredUI\EnumerateAdministrators,Equals,0,0,,"[{""Path"":""HKLM\\Software\\Microsoft\\Windows\\CurrentVersion\\Policies\\CredUI"",""Name"":""EnumerateAdministrators"",""Operator"":""Equals"",""Expected"":""0"",""ExpectedData"":""0"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.11.8.3,Ensure 'Prevent the use of security questions for local accounts' is set to 'Enabled',Registry,HKLM\Software\Policies\Microsoft\Windows\System\NoLocalPasswordResetQuestions,Equals,1,1,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows\\System"",""Name"":""NoLocalPasswordResetQuestions"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.11.10.1,Ensure 'Enable App Installer Experimental Features' is set to 'Disabled',Registry,HKLM\Software\Policies\Microsoft\Windows\AppInstaller\EnableExperimentalFeatures,Equals,0,0,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows\\AppInstaller"",""Name"":""EnableExperimentalFeatures"",""Operator"":""Equals"",""Expected"":""0"",""ExpectedData"":""0"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.11.10.2,Ensure 'Enable App Installer Hash Override' is set to 'Disabled',Registry,HKLM\Software\Policies\Microsoft\Windows\AppInstaller\EnableHashOverride,Equals,0,0,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows\\AppInstaller"",""Name"":""EnableHashOverride"",""Operator"":""Equals"",""Expected"":""0"",""ExpectedData"":""0"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.11.10.3,Ensure 'Enable App Installer ms-appinstaller protocol' is set to 'Disabled',Registry,HKLM\Software\Policies\Microsoft\Windows\AppInstaller\EnableMSAppInstallerProtocol,Equals,0,0,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows\\AppInstaller"",""Name"":""EnableMSAppInstallerProtocol"",""Operator"":""Equals"",""Expected"":""0"",""ExpectedData"":""0"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.11.15.1.1,Ensure 'Control Event Log behavior when the log file reaches its maximum size' is set to 'Disabled',Registry,HKLM\Software\Policies\Microsoft\Windows\EventLog\Application\Retention,Equals,0,0,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows\\EventLog\\Application"",""Name"":""Retention"",""Operator"":""Equals"",""Expected"":""0"",""ExpectedData"":""0"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_TEXT,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.11.15.1.2,"Ensure 'Specify the maximum log file size (KB)' is set to 'Enabled: 32,768 or greater'",Registry,HKLM\Software\Policies\Microsoft\Windows\EventLog\Application\MaxSize,Range,[32768..MAX],,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows\\EventLog\\Application"",""Name"":""MaxSize"",""Operator"":""Range"",""Expected"":""[32768..MAX]"",""ExpectedData"":"""",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.11.15.2.1,Ensure 'Control Event Log behavior when the log file reaches its maximum size' is set to 'Disabled',Registry,HKLM\Software\Policies\Microsoft\Windows\EventLog\Security\Retention,Equals,0,0,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows\\EventLog\\Security"",""Name"":""Retention"",""Operator"":""Equals"",""Expected"":""0"",""ExpectedData"":""0"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_TEXT,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.11.15.2.2,"Ensure 'Specify the maximum log file size (KB)' is set to 'Enabled: 196,608 or greater'",Registry,HKLM\Software\Policies\Microsoft\Windows\EventLog\Security\MaxSize,Range,[196608..MAX],,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows\\EventLog\\Security"",""Name"":""MaxSize"",""Operator"":""Range"",""Expected"":""[196608..MAX]"",""ExpectedData"":"""",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.11.15.3.1,Ensure 'Control Event Log behavior when the log file reaches its maximum size' is set to 'Disabled',Registry,HKLM\Software\Policies\Microsoft\Windows\EventLog\Setup\Retention,Equals,0,0,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows\\EventLog\\Setup"",""Name"":""Retention"",""Operator"":""Equals"",""Expected"":""0"",""ExpectedData"":""0"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_TEXT,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.11.15.3.2,"Ensure 'Specify the maximum log file size (KB)' is set to 'Enabled: 32,768 or greater'",Registry,HKLM\Software\Policies\Microsoft\Windows\EventLog\Setup\MaxSize,Range,[32768..MAX],,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows\\EventLog\\Setup"",""Name"":""MaxSize"",""Operator"":""Range"",""Expected"":""[32768..MAX]"",""ExpectedData"":"""",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.11.15.4.1,Ensure 'Control Event Log behavior when the log file reaches its maximum size' is set to 'Disabled',Registry,HKLM\Software\Policies\Microsoft\Windows\EventLog\System\Retention,Equals,0,0,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows\\EventLog\\System"",""Name"":""Retention"",""Operator"":""Equals"",""Expected"":""0"",""ExpectedData"":""0"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_TEXT,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.11.15.4.2,"Ensure 'Specify the maximum log file size (KB)' is set to 'Enabled: 32,768 or greater'",Registry,HKLM\Software\Policies\Microsoft\Windows\EventLog\System\MaxSize,Range,[32768..MAX],,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows\\EventLog\\System"",""Name"":""MaxSize"",""Operator"":""Range"",""Expected"":""[32768..MAX]"",""ExpectedData"":"""",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.11.18.1,Ensure 'Configure Windows Defender SmartScreen' is set to 'Enabled: Warn and prevent bypass',Registry,HKLM\Software\Policies\Microsoft\Windows\System\EnableSmartScreen,Equals,1,1,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows\\System"",""Name"":""EnableSmartScreen"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.11.18.2,Ensure 'Turn off Data Execution Prevention for Explorer' is set to 'Disabled',Registry,HKLM\Software\Policies\Microsoft\Windows\Explorer\NoDataExecutionPrevention,Equals,0,0,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows\\Explorer"",""Name"":""NoDataExecutionPrevention"",""Operator"":""Equals"",""Expected"":""0"",""ExpectedData"":""0"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.11.18.3,Ensure 'Turn off heap termination on corruption' is set to 'Disabled',Registry,HKLM\Software\Policies\Microsoft\Windows\Explorer\NoHeapTerminationOnCorruption,Equals,0,0,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows\\Explorer"",""Name"":""NoHeapTerminationOnCorruption"",""Operator"":""Equals"",""Expected"":""0"",""ExpectedData"":""0"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.11.18.4,Ensure 'Turn off shell protocol protected mode' is set to 'Disabled',Registry,HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer\PreXPSP2ShellProtocolBehavior,Equals,0,0,,"[{""Path"":""HKLM\\Software\\Microsoft\\Windows\\CurrentVersion\\Policies\\Explorer"",""Name"":""PreXPSP2ShellProtocolBehavior"",""Operator"":""Equals"",""Expected"":""0"",""ExpectedData"":""0"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.11.27.1,Ensure 'Block all consumer Microsoft account user authentication' is set to 'Enabled',Registry,HKLM\Software\Policies\Microsoft\MicrosoftAccount\DisableUserAuth,Equals,1,1,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\MicrosoftAccount"",""Name"":""DisableUserAuth"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.11.28.3.1,Ensure 'Configure local setting override for reporting to Microsoft MAPS' is set to 'Disabled',Registry,HKLM\Software\Policies\Microsoft\Windows Defender\Spynet\LocalSettingOverrideSpynetReporting,Equals,0,0,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows Defender\\Spynet"",""Name"":""LocalSettingOverrideSpynetReporting"",""Operator"":""Equals"",""Expected"":""0"",""ExpectedData"":""0"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.11.31.1,Ensure 'Prevent users from sharing files within their profile. (User)' is set to 'Enabled',Registry,HKU\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer\NoInplaceSharing,Equals,1,1,,"[{""Path"":""HKU\\Software\\Microsoft\\Windows\\CurrentVersion\\Policies\\Explorer"",""Name"":""NoInplaceSharing"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.11.36.3.2,Ensure 'Do not allow passwords to be saved' is set to 'Enabled',Registry,HKLM\Software\Policies\Microsoft\Windows NT\Terminal Services\DisablePasswordSaving,Equals,1,1,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows NT\\Terminal Services"",""Name"":""DisablePasswordSaving"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.11.36.4.3.2,Ensure 'Do not allow drive redirection' is set to 'Enabled',Registry,HKLM\Software\Policies\Microsoft\Windows NT\Terminal Services\fDisableCdm,Equals,1,1,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows NT\\Terminal Services"",""Name"":""fDisableCdm"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.11.36.4.9.1,Ensure 'Always prompt for password upon connection' is set to 'Enabled',Registry,HKLM\Software\Policies\Microsoft\Windows NT\Terminal Services\fPromptForPassword,Equals,1,1,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows NT\\Terminal Services"",""Name"":""fPromptForPassword"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.11.36.4.9.2,Ensure 'Require secure RPC communication' is set to 'Enabled',Registry,HKLM\Software\Policies\Microsoft\Windows NT\Terminal Services\fEncryptRPCTraffic,Equals,1,1,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows NT\\Terminal Services"",""Name"":""fEncryptRPCTraffic"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.11.36.4.9.3,Ensure 'Require use of specific security layer for remote (RDP) connections' is set to 'Enabled: SSL',Registry,HKLM\Software\Policies\Microsoft\Windows NT\Terminal Services\SecurityLayer,Equals,2,2,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows NT\\Terminal Services"",""Name"":""SecurityLayer"",""Operator"":""Equals"",""Expected"":""2"",""ExpectedData"":""2"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.11.36.4.9.4,Ensure 'Require user authentication for remote connections by using Network Level Authentication' is set to 'Enabled',Registry,HKLM\Software\Policies\Microsoft\Windows NT\Terminal Services\UserAuthentication,Equals,1,1,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows NT\\Terminal Services"",""Name"":""UserAuthentication"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.11.36.4.9.5,Ensure 'Set client connection encryption level' is set to 'Enabled: High Level',Registry,HKLM\Software\Policies\Microsoft\Windows NT\Terminal Services\MinEncryptionLevel,Equals,3,3,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows NT\\Terminal Services"",""Name"":""MinEncryptionLevel"",""Operator"":""Equals"",""Expected"":""3"",""ExpectedData"":""3"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.11.36.4.11.1,Ensure 'Do not delete temp folders upon exit' is set to 'Disabled',Registry,HKLM\Software\Policies\Microsoft\Windows NT\Terminal Services\DeleteTempDirsOnExit,Equals,1,1,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows NT\\Terminal Services"",""Name"":""DeleteTempDirsOnExit"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.11.37.1,Ensure 'Prevent downloading of enclosures' is set to 'Enabled',Registry,HKLM\Software\Policies\Microsoft\Internet Explorer\Feeds\DisableEnclosureDownload,Equals,1,1,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Internet Explorer\\Feeds"",""Name"":""DisableEnclosureDownload"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.11.42.1,Ensure 'Turn off the offer to update to the latest version of Windows' is set to 'Enabled',Registry,HKLM\Software\Policies\Microsoft\WindowsStore\DisableOSUpgrade,Equals,1,1,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\WindowsStore"",""Name"":""DisableOSUpgrade"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.11.50.1,Ensure 'Enable MPR notifications for the system' is set to 'Disabled',Registry,HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\System\EnableMPR,Equals,0,0,,"[{""Path"":""HKLM\\Software\\Microsoft\\Windows\\CurrentVersion\\Policies\\System"",""Name"":""EnableMPR"",""Operator"":""Equals"",""Expected"":""0"",""ExpectedData"":""0"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.11.50.2,Ensure 'Sign-in and lock last interactive user automatically after a restart' is set to 'Disabled',Registry,HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\System\DisableAutomaticRestartSignOn,Equals,1,1,,"[{""Path"":""HKLM\\Software\\Microsoft\\Windows\\CurrentVersion\\Policies\\System"",""Name"":""DisableAutomaticRestartSignOn"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.11.55.1.1,Ensure 'Allow Basic authentication' is set to 'Disabled',Registry,HKLM\Software\Policies\Microsoft\Windows\WinRM\Client\AllowBasic,Equals,0,0,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows\\WinRM\\Client"",""Name"":""AllowBasic"",""Operator"":""Equals"",""Expected"":""0"",""ExpectedData"":""0"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.11.55.1.2,Ensure 'Allow unencrypted traffic' is set to 'Disabled',Registry,HKLM\Software\Policies\Microsoft\Windows\WinRM\Client\AllowUnencryptedTraffic,Equals,0,0,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows\\WinRM\\Client"",""Name"":""AllowUnencryptedTraffic"",""Operator"":""Equals"",""Expected"":""0"",""ExpectedData"":""0"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.11.55.1.3,Ensure 'Disallow Digest authentication' is set to 'Enabled',Registry,HKLM\Software\Policies\Microsoft\Windows\WinRM\Client\AllowDigest,Equals,0,0,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows\\WinRM\\Client"",""Name"":""AllowDigest"",""Operator"":""Equals"",""Expected"":""0"",""ExpectedData"":""0"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.11.55.2.1,Ensure 'Allow Basic authentication' is set to 'Disabled',Registry,HKLM\Software\Policies\Microsoft\Windows\WinRM\Service\AllowBasic,Equals,0,0,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows\\WinRM\\Service"",""Name"":""AllowBasic"",""Operator"":""Equals"",""Expected"":""0"",""ExpectedData"":""0"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
4.11.55.2.3,Ensure 'Allow unencrypted traffic' is set to 'Disabled',Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows\WinRM\Service\AllowUnencryptedTraffic,Equals,0,0,,"[{""Path"":""HKLM\\SOFTWARE\\Policies\\Microsoft\\Windows\\WinRM\\Service"",""Name"":""AllowUnencryptedTraffic"",""Operator"":""Equals"",""Expected"":""0"",""ExpectedData"":""0"",""RegOption"":""CAN_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_BE_NULL,,
4.11.55.2.4,Ensure 'Disallow WinRM from storing RunAs credentials' is set to 'Enabled',Registry,HKLM\Software\Policies\Microsoft\Windows\WinRM\Service\DisableRunAs,Equals,1,1,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows\\WinRM\\Service"",""Name"":""DisableRunAs"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
6.1,Ensure 'Account Logon Audit Credential Validation' is set to 'Success and Failure',AuditPolicy,Credential Validation,ExactAlternatives,Success and Failure,U3VjY2VzcyBhbmQgRmFpbHVyZQ==,,,AUDIT_SET,AUDIT_POLICY_SUBCATEGORY,,,
6.2,Ensure 'Account Logon Logoff Audit Account Lockout' is set to include 'Failure',AuditPolicy,Account Lockout,ExactAlternatives,"""Failure"" || ""Success and Failure""",IkZhaWx1cmUiIHx8ICJTdWNjZXNzIGFuZCBGYWlsdXJlIg==,,,AUDIT_SET,AUDIT_POLICY_SUBCATEGORY,,,
